scenario_id,domain,entropy,high_force_mass,low_force_mass,share
m03_N1,labor,4.367428302764893,0.10394279440697574,0.033797084952766454,0.754631083533209
m03_N2,housing,3.4301981925964355,0.02366454972752763,0.012420129260362955,0.6558060204850112
m03_N3,medical,2.8407819271087646,0.005821660307901766,0.015105083281923726,0.278192365807561
m03_N5,benefits,3.201540946960449,0.010044310992270766,0.018643944862105855,0.35011926285293593
m03_N6,civic,3.8766353130340576,0.018279534298926592,0.02424495664809001,0.4298589798923632
m03_N7,housing,4.637947082519531,0.020235093985320418,0.07116588001372293,0.22138816579276507
m03_C1,labor,2.386733055114746,0.00629839393752718,0.02029517633945943,0.23683897543375917
m03_C2,labor,4.15095329284668,0.11423069170086819,0.04033174041978782,0.7390585806238888
m03_C3,labor,4.691791534423828,0.022812743301983573,0.05511614942770393,0.29273793714886076
m03_C4,police,2.3585565090179443,0.013330148105524131,0.024211066210227727,0.3550803656324712
m03_U1,medical,2.8555173873901367,0.015071189455284184,0.015766706865179003,0.4887230081671736
m03_U2,consumer,3.75430965423584,0.04880025026068324,0.026120913360500708,0.6513546760622518
m03_U3,education,2.2916407585144043,0.03142964592620956,0.01055032354179275,0.7486819624813127
m03_U4,insurance,4.049661636352539,0.008674244042595092,0.03469847521773772,0.19999308760260864
m03_U5,banking,3.6446313858032227,0.01284712640926955,0.0306968908989802,0.2950376929699493
m03_U6,housing,2.7555429935455322,0.004608319555245544,0.013400323227415356,0.25589488396552185
m03_U7,immigration,3.324209690093994,0.004177337443252327,0.020981123467208818,0.1660410570471482
m03_U8,utilities,3.3531007766723633,0.011968825286203355,0.024080126895569265,0.33201589954270944
